Player,Pos,Tm,Salary
Dak Prescott\PresDa01,QB,DAL,$31409000
Jimmy Garoppolo\GaroJi00,QB,SFO,$23800000
Trent Brown\BrowTr02,OT,LVR,$21250000
Derek Carr\CarrDe02,QB,LVR,$18900000
Russell Wilson\WilsRu00,QB,SEA,$18000000
A.J. Green\GreeA.00,WR,CIN,$17971000
Ryan Tannehill\TannRy00,QB,TEN,$17500000
Aaron Donald\DonaAa00,DT,LAR,$17000000
Matt Judon\JudoMa00,DE,BAL,$16808000
Leonard Williams\WillLe02,DT,NYG,$16126000
Chris Jones\JoneCh09,DT,KAN,$16126000
Taylor Lewan\LewaTa00,OT,TEN,$16000000
Chandler Jones\JoneCh03,DE,ARI,$16000000
Alex Smith\SmitAl03,QB,WAS,$16000000
Shaquil Barrett\BarrSh00,OLB,TAM,$15828000
Bud Dupree\DuprAl00,DE,PIT,$15828000
J.J. Watt\WattJ.00,DE,HOU,$15500000
Brandon Scherff\ScheBr00,G,WAS,$15030000
Tom Brady\BradTo00,QB,TAM,$15000000
Joe Thuney\ThunJo00,OG,NWE,$14781000
T.Y. Hilton\HiltT.00,WR,IND,$14542000
Donovan Smith\SmitDo02,OT,TAM,$14500000
Stefon Diggs\DiggSt00,WR,BUF,$14200000
Odell Beckham Jr.\BeckOd00,WR,CLE,$14000000
Melvin Ingram\IngrMe00,DE,LAC,$14000000
Khalil Mack\MackKh00,OLB,CHI,$13300000
Jarvis Landry\LandJa00,WR,CLE,$13000000
Philip Rivers\RivePh00,QB,IND,$13000000
A.J. Bouye\BouyA.00,CB,DEN,$13000000
Stephon Gilmore\GilmSt00,CB,NWE,$13000000
Russell Okung\OkunRu20,T,CAR,$13000000
Myles Jack\JackMy00,OLB,JAX,$12750000
Kawann Short\ShorKa00,DT,CAR,$12500000
Trent Williams\WillTr21,T,SFO,$12500000
DeForest Buckner\BuckDe00,DT,IND,$12378000
Patrick Peterson\PetePa00,CB,ARI,$12050000
Frank Clark\ClarFr01,DE,KAN,$12000000
Davante Adams\AdamDa01,WR,GNB,$12000000
Xavien Howard\HowaXa00,CB,MIA,$11900000
Sheldon Richardson\RichSh00,DT,CLE,$11900000
Ryan Kerrigan\KerrRy00,DE,WAS,$11500000
Justin Simmons\SimmJu00,FS,DEN,$11441000
Anthony Harris\HarrAn01,DB,MIN,$11441000
Jurrell Casey\CaseJu00,DL,DEN,$11250000
Julio Jones\JoneJu02,WR,ATL,$11200000
Tyrann Mathieu\MathTy00,CB,KAN,$11150000
Trey Flowers\FlowTr00,DE,DET,$11125000
Geno Atkins\AtkiGe99,DT,CIN,$11100000
Larry Fitzgerald\FitzLa00,WR,ARI,$11000000
Kareem Jackson\JackKa99,DB,DEN,$11000000
Byron Jones\JoneBy00,CB,MIA,$11000000
Malcolm Butler\ButlMa01,CB,TEN,$11000000
Allen Robinson\RobiAl02,WR,CHI,$10900000
Laremy Tunsil\TunsLa00,OT,HOU,$10850000
Bobby Wagner\WagnBo00,ILB,SEA,$10750000
Lavonte David\DaviLa00,OLB,TAM,$10750000
Hunter Henry\HenrHu00,TE,LAC,$10607000
David Bakhtiari\BakhDa00,OT,GNB,$10500000
Whitney Mercilus\MercWh00,DE,HOU,$10500000
Akiem Hicks\HickAk00,DE,CHI,$10200000
David Johnson\JohnDa08,RB,HOU,$10200000
Will Fuller\FullWi01,WR,HOU,$10162000
Kevin Zeitler\ZeitKe00,G,NYG,$10000000
Ryan Jensen\JensRy00,T,TAM,$10000000
Marcus Peters\PeteMa00,CB,BAL,$10000000
Anthony Barr\BarrAn00,OLB,MIN,$10000000
Amari Cooper\CoopAm00,WR,DAL,$10000000
Landon Collins\CollLa00,SS,WAS,$10000000
William Jackson III\JackWi02,CB,CIN,$9954000
Alshon Jeffery\JeffAl00,WR,PHI,$9910000
Casey Hayward\HaywCa00,DB,LAC,$9750000
Rodger Saffold\SaffRo20,T,TEN,$9500000
Kirk Cousins\CousKi00,QB,MIN,$9500000
Gabe Jackson\JackGa00,OG,LVR,$9350000
Rob Gronkowski\GronRo00,TE,TAM,$9000000
Andrew Norwell\NorwAn01,G,JAX,$9000000
Stephon Tuitt\TuitSt00,DT,PIT,$9000000
Eric Fisher\FishEr00,OT,KAN,$8750000
Duane Brown\BrowDu20,T,SEA,$8750000
Trai Turner\TurnTr01,OG,LAC,$8500000
Jamison Crowder\CrowJa00,WR,NYJ,$8500000
Tyler Lockett\LockTy00,WR,SEA,$8500000
Travis Kelce\KelcTr00,TE,KAN,$8500000
Joel Bitonio\BitoJo00,OT,CLE,$8500000
Kenyan Drake\DrakKe00,RB,ARI,$8483000
Ronnie Stanley\StanRo00,OT,BAL,$8366000
Harrison Smith\SmitHa00,FS,MIN,$8350000
Tre'Davious White\WhitTr01,CB,BUF,$8250000
Tyrone Crawford\CrawTy00,DE,DAL,$8000000
Justin Houston\HousJu00,LB,IND,$8000000
Brandin Cooks\CookBr00,WR,HOU,$8000000
Richard Sherman\SherRi00,DB,SFO,$8000000
Yannick Ngakoue\NgakYa00,OLB,2TM,$8000000
Teddy Bridgewater\BridTe00,QB,CAR,$8000000
Alex Mack\MackAl20,C,ATL,$8000000
Ryan Fitzpatrick\FitzRy00,QB,MIA,$8000000
Golden Tate\TateGo00,WR,NYG,$7975000
Charles Leno Jr.\LenoCh00,OG,CHI,$7900000
Carlos Dunlap\DunlCa99,DE,2TM,$7800000
Anthony Hitchens\HitcAn00,OLB,KAN,$7800000
Corey Linsley\LinsCo00,C,GNB,$7650000
Carl Nassib\NassCa00,DE,LVR,$7500000
Marcus Mariota\MariMa01,QB,LVR,$7500000
Darren Waller\WallDa01,WR,LVR,$7280000
Nick Martin\MartNi00,C,HOU,$7250000
Justin Pugh\PughJu00,OG,ARI,$7250000
Matthew Stafford\StafMa00,QB,DET,$7200000
John Brown\BrowJo02,WR,BUF,$7050000
Kyle Rudolph\RudoKy00,TE,MIN,$7025000
Adam Humphries\HumpAd00,WR,TEN,$7000000
Henry Anderson\AndeHe00,DE,NYJ,$7000000
Nick Kwiatkoski\KwiaNi00,ILB,LVR,$7000000
Sammy Watkins\WatkSa00,WR,KAN,$7000000
DaQuan Jones\JoneDa04,DT,TEN,$7000000
Brandon Linder\LindBr00,OG,JAX,$7000000
Anthony Castonzo\CastAn00,LT,IND,$7000000
Jared Cook\CookJa02,TE,NOR,$7000000
Kenny Stills\StilKe00,WR,HOU,$6975000
Justin Coleman\ColeJu01,CB,DET,$6950000
Bobby Massie\MassBo00,T,CHI,$6900000
Taylor Decker\DeckTa00,OT,DET,$6850000
Ezekiel Elliott\ElliEz00,RB,DAL,$6800000
Mitch Morse\MorsMi00,OT,BUF,$6775000
Olivier Vernon\VernOl00,DE,CLE,$6750000
Zach Ertz\ErtzZa00,TE,PHI,$6660000
Jerry Hughes\HughJe99,DE,BUF,$6650000
Marvin Jones\JoneMa02,WR,DET,$6500000
Morgan Moses\MoseMo00,OT,WAS,$6500000
Jason Pierre-Paul\PierJa99,DE,TAM,$6500000
Sterling Shepard\ShepSt00,WR,NYG,$6475000
Keanu Neal\NealKe01,FS,ATL,$6466000
Trent Murphy\MurpTr00,DE,BUF,$6425000
Shaq Lawson\LawsSh00,DE,MIA,$6400000
DeSean Jackson\JackDe00,WR,PHI,$6200000
Benardrick McKinney\McKiBe00,ILB,HOU,$6000000
Jacoby Brissett\BrisJa00,QB,IND,$6000000
D.J. Hayden\HaydDJ00,CB,JAX,$6000000
Jordan Hicks\HickJo00,OLB,ARI,$6000000
Riley Reiff\ReifRi00,OT,MIN,$5900000
Deion Jones\JoneDe01,OLB,ATL,$5850000
Maliek Collins\CollMa00,DT,LVR,$5750000
Kenny Moore\MoorKe03,CB,IND,$5750000
Keenan Allen\AlleKe00,WR,LAC,$5500000
Bobby McCain\McCaBo01,CB,MIA,$5500000
Matt Paradis\ParaMa00,C,CAR,$5500000
Ryan Kelly\KellRy00,C,IND,$5350000
Mitchell Schwartz\SchwMi00,T,KAN,$5320000
Denico Autry\AutrDe00,DE,IND,$5300000
Jadeveon Clowney\ClowJa00,DE,TEN,$5250000
Ricardo Allen\AlleRi00,CB,ATL,$5250000
Mario Addison\AddiMa00,DE,BUF,$5250000
Ben Jones\JoneBe01,C,TEN,$5250000
Jaylon Smith\SmitJa05,OLB,DAL,$5171000
Ali Marpet\MarpAl00,C,TAM,$5125000
Kyle Juszczyk\JuszKy00,FB,SFO,$5050000
Grady Jarrett\JarrGr00,DT,ATL,$5001000
Leonard Floyd\FloyLe00,OLB,LAR,$5000000
Calais Campbell\CampCa99,DE,BAL,$5000000
Tyrod Taylor\TaylTy00,QB,LAC,$5000000
Connor McGovern\McGoCo00,OG,NYJ,$5000000
Mark Glowinski\GlowMa00,OG,IND,$5000000
Shaq Mason\MasoSh01,G,NWE,$5000000
Alejandro Villanueva\VillAl00,T,PIT,$5000000
Quandre Diggs\DiggQu00,CB,SEA,$5000000
Andrew Whitworth\WhitAn20,T,LAR,$5000000
Jack Conklin\ConkJa00,OT,CLE,$5000000
Robert Woods\WoodRo02,WR,LAR,$5000000
K.J. Wright\WrigK.00,LB,SEA,$5000000
Richie Incognito\IncoRi20,G,LVR,$5000000
Adam Thielen\ThieAd00,WR,MIN,$4800000
William Gholston\GholWi00,DE,TAM,$4750000
Jamon Brown\BrowJa04,OT,PHI,$4750000
A.J. Cann\CannA.00,OG,JAX,$4675000
Buster Skrine\SkriBu00,DB,CHI,$4650000
Lamarcus Joyner\JoynLa00,CB,LVR,$4600000
George Fant\FantGe00,T,NYJ,$4600000
Tevin Coleman\ColeTe01,RB,SFO,$4550000
Kyle Fuller\FullKy00,CB,CHI,$4500000
Nick Easton\EastNi00,C,NOR,$4500000
Desmond Trufant\TrufDe00,CB,DET,$4500000
Bradley Roby\RobyBr00,CB,HOU,$4500000
Nick Boyle\BoylNi00,TE,BAL,$4500000
Cole Beasley\BeasCo00,WR,BUF,$4400000
Preston Smith\SmitPr00,DE,GNB,$4350000
Robbie Gould\gouldrob01,K,SFO,$4350000
Jaquiski Tartt\TartJa00,SS,SFO,$4300000
Cameron Brate\BratCa00,TE,TAM,$4250000
Kenny Vaccaro\VaccKe00,FS,TEN,$4250000
Brandon Williams\WillBr02,DT,BAL,$4250000
Tyler Boyd\BoydTy00,WR,CIN,$4200000
Matthew Ioannidis\IoanMa01,DT,WAS,$4200000
Cordarrelle Patterson\PattCo00,WR,CHI,$4150000
Malcom Brown\BrowMa01,DT,NOR,$4100000
Jarran Reed\ReedJa02,DT,SEA,$4100000
Fletcher Cox\CoxxFl00,DT,PHI,$4035000
Kareem Hunt\HuntKa00,RB,CLE,$4009000
Jamie Collins\CollJa00,OLB,DET,$4000000
Ka'imi Fairbairn\FairKa01,K,HOU,$4000000
Blake Martinez\MartBl01,ILB,NYG,$4000000
Micah Hyde\HydeMi00,CB,BUF,$4000000
Halapoulivaati Vaitai\VaitHa00,OT,DET,$4000000
Shaq Thompson\ThomSh01,OLB,CAR,$4000000
Mark Ingram\IngrMa01,RB,BAL,$4000000
Vince Williams\WillVi01,ILB,PIT,$4000000
Nick Foles\FoleNi00,QB,CHI,$4000000
J.C. Tretter\TretJC00,OG,CLE,$4000000
Mike Evans\EvanMi00,WR,TAM,$4000000
Robby Anderson\AndeRo04,WR,CAR,$4000000
Shawn Williams\WillSh02,SS,CIN,$3935000
James Bradberry\BradJa00,CB,NYG,$3900000
Jesse Davis\DaviJe00,T,MIA,$3855000
Jesse James\JameJe00,TE,DET,$3800000
Jakeem Grant\GranJa00,WR,MIA,$3780000
Randall Cobb\CobbRa00,WR,HOU,$3750000
Emmanuel Ogbah\OgbaEm00,DE,MIA,$3750000
James Carpenter\CarpJa00,LG,ATL,$3750000
Quinton Jefferson\JeffQu00,DT,BUF,$3750000
Johnathan Hankins\HankJo00,DT,LVR,$3750000
Willie Snead\SneaWi00,WR,BAL,$3662059
Bradley McDougald\McDoBr01,FS,NYJ,$3600000
Daniel Sorensen\SoreDa01,S,KAN,$3600000
Shamar Stephen\StepSh00,DT,MIN,$3600000
Duke Johnson\JohnDu00,RB,HOU,$3600000
Jake Matthews\MattJa00,OT,ATL,$3550000
Justin Tucker\TuckJu00,K,BAL,$3500000
Vic Beasley\BeasVi00,OLB,2TM,$3500000
Todd Gurley\GurlTo01,RB,ATL,$3500000
J.R. Sweezy\SweeJ.00,G,ARI,$3500000
Johnny Hekker\HekkJo00,P,LAR,$3500000
Jason Witten\WittJa00,TE,LVR,$3500000
Duron Harmon\HarmDu00,FS,DET,$3500000
Abry Jones\JoneAb00,DT,JAX,$3400000
Tyler Kroft\KrofTy00,TE,BUF,$3400000
Jalen Richard\RichJa01,RB,LVR,$3375000
Julian Edelman\EdelJu00,WR,NWE,$3300000
Adam Butler\ButlAd00,DT,NWE,$3259000
Elijah Wilkinson\WilkEl00,OT,DEN,$3259000
Nicholas Morrow\MorrNi00,LB,LVR,$3259000
Jacob Hollister\HollJa03,TE,SEA,$3259000
Michael Davis\DaviMi03,,LAC,$3259000
Matt Feiler\FeilMa00,T,PIT,$3259000
Zane Gonzalez\GonzZa00,K,ARI,$3259000
Roy Robertson-Harris\RobeRo00,DE,CHI,$3259000
Keelan Cole\ColeKe00,WR,JAX,$3259000
Mike Hilton\HiltMi01,CB,PIT,$3259000
Kendrick Bourne\BourKe00,WR,SFO,$3259000
Eric Wilson\WilsEr00,ILB,MIN,$3259000
Mike Purcell\PurcMi00,DT,DEN,$3259000
Matt Breida\BreiMa00,RB,MIA,$3259000
Quinton Dunbar\DunbQu00,CB,SEA,$3250000
Damien Wilson\WilsDa02,ILB,KAN,$3200000
Jonathan Jones\JoneJo03,DB,NWE,$3200000
Wil Lutz\LutzWi00,K,NOR,$3100000
Lawrence Guy\GuyxLa00,DT,NWE,$3100000
Seth Roberts\RobeSe00,WR,CAR,$3100000
Ty Nsekhe\NsekTy00,T,BUF,$3100000
Giovani Bernard\BernGi00,RB,CIN,$3100000
C.J. Uzomah\UzomC.00,TE,CIN,$3050000
Jimmy Graham\GrahJi00,TE,CHI,$3000000
Everson Griffen\GrifEv99,DE,2TM,$3000000
Vonn Bell\BellVo00,SS,CIN,$3000000
Ndamukong Suh\SuhxNd99,DT,TAM,$3000000
Robert Quinn\QuinRo00,DE,CHI,$3000000
James White\WhitJa02,RB,NWE,$3000000
Breshad Perriman\PerrBr02,WR,NYJ,$3000000
Derrick Henry\HenrDe00,RB,TEN,$3000000
David Andrews\AndrDa00,C,NWE,$3000000
Danny Trevathan\TrevDa00,OLB,CHI,$3000000
Corey Peters\PeteCo00,DT,ARI,$3000000
Josh Lambo\LambJo00,K,JAX,$3000000
Kyle Van Noy\VanNKy00,OLB,MIA,$3000000
Ted Karras\KarrTe00,OG,MIA,$3000000
Brandon McManus\McMaBr01,K,DEN,$3000000
Tavon Young\YounTa01,CB,BAL,$2986000
Mike Davis\DaviMi01,RB,CAR,$2950000
Austin Blythe\BlytAu00,C,LAR,$2950000
Thomas Morstead\MorsTh00,P,NOR,$2950000
Nick Williams\WillNi01,DT,DET,$2900000
Raheem Mostert\MostRa00,RB,SFO,$2875000
Jeff Heath\HeatJe00,S,LVR,$2850000
Maxx Williams\WillMa04,TE,ARI,$2850000
Bobby Hart\HartBo00,OG,CIN,$2850000
Troy Hill\HillTr01,CB,LAR,$2850000
Latavius Murray\MurrLa00,RB,NOR,$2800000
Josh Norman\NormJo01,CB,BUF,$2800000
Vernon Butler\ButlVe00,DT,BUF,$2800000
John Ross\RossJo00,WR,CIN,$2798981
Tyson Alualu\AluaTy99,DT,PIT,$2750000
Romeo Okwara\OkwaRo01,DE,DET,$2750000
Eric Murray\MurrEr00,CB,HOU,$2750000
Avery Williamson\WillAv00,ILB,2TM,$2750000
Darren Fells\FellDa01,TE,HOU,$2750000
Virgil Green\GreeVi00,TE,LAC,$2700000
Bradley Pinion\PiniBr00,P,TAM,$2700000
Matt Prater\PratMa20,K,DET,$2700000
Markus Golden\GoldMa00,OLB,2TM,$2651319
Jon Feliciano\FeliJo00,OG,BUF,$2650000
Lee Smith\SmitLe00,TE,BUF,$2650000
Jason McCourty\McCoJa99,DB,NWE,$2650000
Kyler Fackrell\FackKy00,OLB,NYG,$2600000
Jason Myers\MyerJa00,K,SEA,$2600000
Marshon Lattimore\LattMa01,CB,NOR,$2559486
Trey Hopkins\HopkTr01,G,CIN,$2550000
Brandon Dunn\DunnBr00,DT,HOU,$2500000
Kevin Huber\HubeKe20,P,CIN,$2500000
Bruce Irvin\IrviBr00,DE,SEA,$2500000
Arik Armstead\ArmsAr01,DE,SFO,$2500000
Jimmy Smith\SmitJi03,CB,BAL,$2500000
Zach Fulton\FultZa00,OG,HOU,$2500000
Joe Schobert\SchoJo00,OLB,JAX,$2500000
Terrance Mitchell\MitcTe00,CB,CLE,$2500000
Graham Glasgow\GlasGr00,OG,DEN,$2500000
Jarrod Wilson\WilsJa00,S,JAX,$2450000
Dustin Hopkins\HopkDu00,K,WAS,$2400000
Erik Harris\HarrEr00,DB,LVR,$2350000
Harrison Butker\ButkHa00,K,KAN,$2345000
Haason Reddick\ReddHa00,OLB,ARI,$2302904
Joe Looney\LoonJo01,G,DAL,$2300000
Austin Reiter\ReitAu00,C,KAN,$2275000
Chris Conley\ConlCh00,WR,JAX,$2275000
Blake Jarwin\JarwBl00,TE,DAL,$2250000
Devin McCourty\McCoDe99,DB,NWE,$2250000
Ricky Wagner\WagnRi00,OT,GNB,$2250000
Quinton Spain\SpaiQu00,OG,2TM,$2250000
Stephen Weatherly\WeatSt00,OLB,CAR,$2250000
Kendall Lamm\LammKe00,T,CLE,$2250000
Derek Wolfe\WolfDe00,DT,BAL,$2250000
Cameron Jordan\JordCa00,DE,NOR,$2250000
Mackensie Alexander\AlexMa01,CB,CIN,$2250000
Derek Barnett\BarnDe01,DE,PHI,$2217378
Billy Turner\TurnBi00,OT,GNB,$2200000
A.J. Klein\KleiAJ00,ILB,BUF,$2200000
Malik Hooker\HookMa00,FS,IND,$2183169
Eric Rowe\RoweEr00,CB,MIA,$2175000
Stephen Hauschka\HausSt00,K,JAX,$2175000
Demarcus Robinson\RobiDe01,WR,KAN,$2160000
Chris Hubbard\HubbCh00,G,CLE,$2150000
K'Waun Williams\WillKW00,DB,SFO,$2150000
Ahkello Witherspoon\WithAh00,CB,SFO,$2133000
Brian Hill\HillBr02,RB,ATL,$2133000
Carl Lawson\LawsCa00,DE,CIN,$2133000
Anthony Walker\WalkAn01,LB,IND,$2133000
Chris Godwin\GodwCh00,WR,TAM,$2133000
Dede Westbrook\WestDe00,WR,JAX,$2133000
Aaron Jones\JoneAa00,RB,GNB,$2133000
Matt Haack\HaacMa00,P,MIA,$2133000
Chase Roullier\RoulCh00,C,WAS,$2133000
Jonnu Smith\SmitJo01,TE,TEN,$2133000
Davon Godchaux\GodcDa00,DT,MIA,$2133000
Marlon Mack\MackMa00,RB,IND,$2133000
Grover Stewart\StewGr00,DT,IND,$2133000
Jermaine Eluemunor\ElueJe00,OG,NWE,$2133000
Brandon Wilson\WilsBr01,CB,CIN,$2133000
Jourdan Lewis\LewiJo01,CB,DAL,$2133000
Deatrich Wise Jr.\WiseDe00,DE,NWE,$2133000
Jayon Brown\BrowJa06,ILB,TEN,$2133000
Chris Wormley\WormCh00,DT,PIT,$2133000
Pat Elflein\ElflPa00,C,2TM,$2133000
Dan Feeney\FeenDa00,OG,LAC,$2133000
Julie'n Davenport\DaveJu00,OT,MIA,$2133000
Shaquill Griffin\GrifSh00,DB,SEA,$2133000
Jamaal Williams\WillJa06,RB,GNB,$2133000
Sam Tevi\TeviSa00,OT,LAC,$2133000
Kenny Golladay\GollKe00,WR,DET,$2133000
Rayshawn Jenkins\JenkRa00,FS,LAC,$2133000
Josh Reynolds\ReynJo00,WR,LAR,$2133000
Jeremy Sprinkle\SpriJe00,TE,WAS,$2133000
Matt Milano\MilaMa00,OLB,BUF,$2133000
Nate Hairston\HairNa00,CB,2TM,$2133000
Fabian Moreau\MoreFa00,CB,WAS,$2133000
Damontae Kazee\KazeDa00,CB,ATL,$2133000
Cethan Carter\CartCe00,TE,CIN,$2133000
Xavier Woods\WoodXa00,SS,DAL,$2133000
John Johnson\JohnJo10,S,LAR,$2133000
Dylan Cole\ColeDy00,LB,HOU,$2133000
Larry Ogunjobi\OgunLa00,DT,CLE,$2133000
Matt Skura\SkurMa01,C,BAL,$2133000
Chris Carson\CarsCh00,RB,SEA,$2133000
Samson Ebukam\EbukSa00,OLB,LAR,$2133000
George Kittle\KittGe00,TE,SFO,$2133000
Al-Quadin Muhammad\MuhaAl00,DE,IND,$2133000
Marlon Humphrey\HumpMa00,CB,BAL,$2080566
Jonathan Allen\AlleJo01,DT,WAS,$2046324
Adoree' Jackson\JackAd00,CB,TEN,$2003561
Drew Brees\BreeDr00,QB,NOR,$2000000
Jason Kelce\KelcJa00,C,PHI,$2000000
Dontari Poe\PoexDo00,DT,DAL,$2000000
Andy Lee\LeexAn20,P,ARI,$2000000
Matt Schaub\SchaMa00,QB,ATL,$2000000
Za'Darius Smith\SmitZa00,DE,GNB,$2000000
Jalen Mills\MillJa02,CB,PHI,$2000000
Michael Brockers\BrocMi00,DT,LAR,$2000000
Shelby Harris\HarrSh00,DE,DEN,$2000000
Jordan Phillips\PhilJo01,DT,ARI,$2000000
Greg Mancz\MancGr00,C,HOU,$2000000
D.J. Reader\ReadD.00,DT,CIN,$2000000
Alex Okafor\OkafAl00,DE,KAN,$2000000
Eli Apple\ApplEl00,CB,CAR,$2000000
Emmanuel Sanders\SandEm00,WR,NOR,$2000000
Chris Harris Jr.\HarrCh01,CB,LAC,$2000000
Stephen Gostkowski\GostSt20,K,TEN,$2000000
Brian Winters\WintBr00,OG,BUF,$2000000
Dante Fowler\FowlDa00,OLB,ATL,$2000000
Chuck Clark\ClarCh00,FS,BAL,$2000000
A.J. McCarron\McCaA.00,QB,HOU,$2000000
Rigoberto Sanchez\SancRi00,P,IND,$2000000
Robert Griffin III\GrifRo01,QB,BAL,$2000000
Tyler Higbee\HigbTy00,TE,LAR,$2000000
Sean Lee\LeexSe99,LB,DAL,$2000000
Leonard Fournette\FourLe00,RB,TAM,$2000000
O.J. Howard\HowaO.00,TE,TAM,$1977903
Minkah Fitzpatrick\FitzMi00,FS,PIT,$1975252
Ereck Flowers\FlowEr00,OT,MIA,$1975000
Garett Bolles\BollGa00,OT,DEN,$1969351
Jarrad Davis\DaviJa01,ILB,DET,$1960798
Charles Harris\HarrCh03,DE,ATL,$1943692
Evan Engram\EngrEv00,TE,NYG,$1926587
Clelin Ferrell\FerrCl00,EDGE,LVR,$1920492
Chris Jones\JoneCh02,P,DAL,$1900000
DeMarcus Lawrence\LawrDe00,DE,DAL,$1900000
Nick Vigil\VigiNi00,ILB,LAC,$1900000
Brett Kern\KernBr20,P,TEN,$1900000
Jabrill Peppers\PeppJa00,SS,NYG,$1875271
Patrick Robinson\RobiPa99,DB,NOR,$1870000
P.J. Williams\WillP.00,CB,NOR,$1870000
Miles Killebrew\KillMi00,SS,DET,$1862500
Takkarist McKinley\McKiTa00,OLB,ATL,$1858163
Vita Vea\VeaxVi00,DT,TAM,$1827658
Laken Tomlinson\TomlLa01,OG,SFO,$1825000
Daron Payne\PaynDa00,DT,WAS,$1790760
John Miller\MillJo04,OG,CAR,$1790000
Josh Hill\HillJo02,TE,NOR,$1785000
David Njoku\NjokDa00,TE,CLE,$1763877
Jordan Howard\HowaJo00,RB,2TM,$1750000
Tyler Matakevich\MataTy00,ILB,BUF,$1750000
Greg Olsen\OlseGr00,TE,SEA,$1750000
Adrian Clayborn\ClayAd00,DL,CLE,$1750000
Derek Carrier\CarrDe00,WR,LVR,$1750000
Zach Banner\BannZa00,OG,PIT,$1750000
L.J. Fort\FortL.00,LB,BAL,$1750000
Christian Kirksey\KirkCh00,OLB,GNB,$1750000
Pat O'Donnell\ODonPa00,P,CHI,$1750000
Ben Garland\GarlBe00,DL,SFO,$1750000
Anthony Brown\BrowAn02,CB,DAL,$1750000
Adrian Amos\AmosAd00,FS,GNB,$1750000
Marcus Davenport\DaveMa00,DE,NOR,$1729263
T.J. Watt\WattT.00,OLB,PIT,$1727532
Kolton Miller\MillKo00,OT,LVR,$1704666
Craig Robertson\RobeCr00,LB,NOR,$1700000
Kenny Clark\ClarKe01,DT,GNB,$1690000
Sheldon Rankins\RankSh00,DT,NOR,$1690000
Ryan Ramczyk\RamcRy00,OT,NOR,$1677485
Anthony Levine\LeviAn00,S,BAL,$1675000
Cooper Kupp\KuppCo00,WR,LAR,$1633000
Tremaine Edmunds\EdmuTr01,ILB,BUF,$1630868
Damion Square\SquaDa00,DE,LAC,$1612500
Tress Way\WayxTr00,P,WAS,$1600000
Matthew Slater\SlatMa00,WR,NWE,$1600000
Alex Erickson\EricAl01,WR,CIN,$1600000
Jaire Alexander\AlexJa00,CB,GNB,$1575522
Leighton Vander Esch\VandLe00,OLB,DAL,$1557071
Frank Ragnow\RagnFr00,C,DET,$1550922
Aaron Rodgers\RodgAa00,QB,GNB,$1550000
Joe Haeg\HaegJo00,OT,TAM,$1550000
Billy Price\PricBi01,C,CIN,$1544772
Chris Moore\MoorCh00,WR,BAL,$1535000
Rashaan Evans\EvanRa01,ILB,TEN,$1532472
Josh Allen\AlleJo03,EDGE,JAX,$1528756
Randy Bullock\BullRa00,K,CIN,$1525000
Jordan Poyer\PoyeJo00,CB,BUF,$1525000
Isaiah Wynn\WynnIs00,OT,NWE,$1520173
Linval Joseph\JoseLi99,DT,LAC,$1500000
Matt Barkley\BarkMa00,QB,BUF,$1500000
Danny Shelton\ShelDa01,DT,DET,$1500000
John Simon\SimoJo01,DE,NWE,$1500000
