Player,Pos,Tm,Salary
Woodrow Hamilton\HamiWo00,DL,CAR,$660000
Jamal Carter\CartJa02,S,ATL,$660000
Natrell Jamerson\JameNa00,FS,CAR,$660000
Garrett Gilbert\GilbGa01,QB,DAL,$660000
Jaleel Scott\ScotJa02,WR,NYJ,$660000
Chad Wheeler\WheeCh00,OT,SEA,$660000
Deante Burton\BurtDe00,WR,DAL,$660000
Garrett Griffin\GrifGa00,TE,NOR,$660000
Kahale Warring\WarrKa00,TE,HOU,$658252
Connor McGovern\McGoCo01,OL,DAL,$657000
Byron Cowart\CowaBy00,DL,NWE,$645588
Mike Ford\FordMi01,CB,DET,$644120
Matthew Adams\AdamMa00,LB,IND,$644118
Rasheem Green\GreeRa01,DT,SEA,$644118
Ross Cockrell\CockRo00,CB,TAM,$642353
Kyle Emanuel\EmanKy00,OLB,2TM,$642353
Xavier Williams\WillXa00,DT,2TM,$642353
Daurice Fountain\FounDa00,WR,IND,$635296
Austin Seibert\SeibAu00,K,2TM,$635296
Damien Harris\HarrDa06,RB,NWE,$630882
Deon Lacey\LaceDe00,LB,BUF,$630882
Taywan Taylor\TaylTa00,WR,CLE,$630882
Gunner Olszewski\OlszGu00,WR,NWE,$630882
Dontrell Hilliard\HillDo00,RB,2TM,$617652
Shaquem Griffin\GrifSh01,OLB,SEA,$617647
Taybor Pepper\PeppTa00,LS,SFO,$617647
Equanimeous St. Brown\St.BEq00,WR,GNB,$616176
Quincy Williams\WillQu01,,JAX,$616176
Steven Sims\SimsSt00,WR,WAS,$616176
Khalid Kareem\KareKh00,DL,CIN,$610000
Joe Reed\ReedJo03,WR,LAC,$610000
Donovan Peoples-Jones\PeopDo00,WR,CLE,$610000
Matt Nelson\NelsMa00,T,DET,$610000
DeeJay Dallas\DallDe00,RB,SEA,$610000
Derrick Brown\BrowDe05,DL,CAR,$610000
Bryan Edwards\EdwaBr01,WR,LVR,$610000
Solomon Kindley\KindSo00,OL,MIA,$610000
Mekhi Becton\BectMe00,OL,NYJ,$610000
Logan Woodside\WoodLo00,QB,TEN,$610000
Justin Madubuike\MaduJu00,DL,BAL,$610000
Chase Claypool\ClayCh01,WR,PIT,$610000
Isaiah Wright\WrigIs01,WR,WAS,$610000
Raekwon Davis\DaviRa03,DL,MIA,$610000
Joe Burrow\BurrJo01,QB,CIN,$610000
John Simpson\SimpJo00,OL,LVR,$610000
Jeff Okudah\OkudJe00,CB,DET,$610000
Arlington Hambright\HambAr00,OT,CHI,$610000
Jonathan Garvin\GarvJo00,DL,GNB,$610000
Ben DiNucci\DiNuBe00,QB,DAL,$610000
Doug Costin\CostDo00,DT,JAX,$610000
Reggie Gilliam\GillRe00,TE,BUF,$610000
Larrell Murchison\MurcLa00,DL,TEN,$610000
K'Von Wallace\WallKV00,S,PHI,$610000
Jeff Gladney\GladJe00,CB,MIN,$610000
Colin Thompson\ThomCo03,TE,CAR,$610000
Jordyn Brooks\BrooJo01,LB,SEA,$610000
Ben Bartch\BartBe00,OL,JAX,$610000
McTelvin Agim\AgimMc00,DL,DEN,$610000
Jerry Jeudy\JeudJe00,WR,DEN,$610000
Vernon Scott\ScotVe00,S,GNB,$610000
Zack Baun\BaunZa00,LB,NOR,$610000
Malcolm Perry\PerrMa00,WR,MIA,$610000
Leki Fotu\FotuLe00,DL,ARI,$610000
Sam Franklin\FranSa00,OLB,CAR,$610000
Ashtyn Davis\DaviAs00,S,NYJ,$610000
Braden Mann\MannBr01,P,NYJ,$610000
Chris Streveler\StreCh00,QB,ARI,$610000
Noah Igbinoghene\IgbiNo00,CB,MIA,$610000
Tyler Biadasz\BiadTy00,OL,DAL,$610000
Alton Robinson\RobiAl03,DL,SEA,$610000
Justin Herbert\HerbJu00,QB,LAC,$610000
Rodrigo Blankenship\BlanRo03,K,IND,$610000
Sam Sloman\SlomSa00,K,2TM,$610000
AJ Dillon\DillAJ00,RB,GNB,$610000
Marquez Callaway\CallMa01,WR,NOR,$610000
Ben Bredeson\BredBe00,OL,BAL,$610000
Logan Wilson\WilsLo00,LB,CIN,$610000
Nick Keizer\KeizNi00,TE,KAN,$610000
Stantley Thomas-Oliver\ThomSt00,CB,CAR,$610000
Cam Brown\BrowCa01,LB,NYG,$610000
Marcus Baugh\BaugMa02,TE,WAS,$610000
Noah Togiai\TogiNo00,TE,IND,$610000
Akeem Davis-Gaither\DaviAk01,LB,CIN,$610000
Casey Toohill\ToohCa00,LB,2TM,$610000
Robert Hunt\HuntRo01,OL,MIA,$610000
Quinton Bell\BellQu00,DE,TAM,$610000
Gabriel Davis\DaviGa01,WR,BUF,$610000
Tyler Davis\DaviTy02,TE,JAX,$610000
Freddie Swain\SwaiFr00,WR,SEA,$610000
John Hightower\HighJo00,WR,PHI,$610000
Ke'Shawn Vaughn\VaugKe00,RB,TAM,$610000
K.J. Hill\HillKJ00,WR,LAC,$610000
KJ Hamler\HamlKJ00,WR,DEN,$610000
Michael Onwenu\OnweMi00,OL,NWE,$610000
Trevon Diggs\DiggTr00,CB,DAL,$610000
Davion Taylor\TaylDa01,LB,PHI,$610000
Randy Ramsey\RamsRa00,LB,GNB,$610000
Kevin Givens\GiveKe01,DT,SFO,$610000
Andrew Thomas\ThomAn02,OL,NYG,$610000
Van Jefferson\JeffVa00,WR,LAR,$610000
John Reid\ReidJo00,CB,HOU,$610000
Joshua Kelley\KellJo01,RB,LAC,$610000
K'Lavon Chaisson\ChaiKL00,LB,JAX,$610000
J.C. Hassenauer\HassJ.00,C,PIT,$610000
Jake Luton\LutoJa00,QB,JAX,$610000
D.J. Wonnum\WonnDJ00,DL,MIN,$610000
Amik Robertson\RobeAm00,CB,LVR,$610000
C.J. Henderson\HendCJ00,CB,JAX,$610000
Jacob Phillips\PhilJa01,LB,CLE,$610000
Tremayne Anchrum\AnchTr00,OL,LAR,$610000
Danny Pinter\PintDa00,OL,IND,$610000
Neville Gallimore\GallNe00,DL,DAL,$610000
Alex Highsmith\HighAl02,DL,PIT,$610000
James Proche\ProcJa00,WR,BAL,$610000
Tua Tagovailoa\TagoTu00,QB,MIA,$610000
Jon Runyan\RunyJo00,OL,GNB,$610000
Devin Asiasi\AsiaDe00,TE,NWE,$610000
Zack Moss\MossZa00,RB,BUF,$610000
Phillip Walker\WalkPh00,QB,CAR,$610000
Trevis Gipson\GipsTr00,DL,CHI,$610000
Kenneth Murray\MurrKe00,LB,LAC,$610000
Kyle Dugger\DuggKy00,S,NWE,$610000
Broderick Washington Jr.\WashBr01,DL,BAL,$610000
Hakeem Adeniji\AdenHa00,OL,CIN,$610000
John Penisini\PeniJo00,DL,DET,$610000
Derrick Kelly\KellDe01,T,NOR,$610000
Quintez Cephus\CephQu00,WR,DET,$610000
Anfernee Jennings\JennAn00,LB,NWE,$610000
Josiah Scott\ScotJo00,CB,JAX,$610000
Tristan Wirfs\WirfTr00,OL,TAM,$610000
Dan Chisena\ChisDa00,WR,MIN,$610000
Collin Johnson\JohnCo01,WR,JAX,$610000
Jack Fox\FoxxJa01,P,DET,$610000
John Wolford\WolfJo00,QB,LAR,$610000
Hjalte Froholdt\FrohHj00,OL,NWE,$610000
Cassh Maluia\MaluCa00,LB,NWE,$610000
Tyrie Cleveland\ClevTy00,WR,DEN,$610000
Tyree St. Louis\StLoTy01,T,LAC,$610000
Bradlee Anae\AnaeBr00,DL,DAL,$610000
Tyler Johnson\JohnTy00,WR,TAM,$610000
Ross Blacklock\BlacRo00,DL,HOU,$610000
James Robinson\RobiJa00,RB,JAX,$610000
Keith Ismael\IsmaKe00,OL,WAS,$610000
Tee Higgins\HiggTe00,WR,CIN,$610000
D'Andre Swift\SwifDA00,RB,DET,$610000
Cesar Ruiz\RuizCe00,OL,NOR,$610000
Patrick Queen\QueePa00,LB,BAL,$610000
Kindle Vildor\VildKi00,CB,CHI,$610000
Jonah Jackson\JackJo03,OL,DET,$610000
K.J. Osborn\OsboKJ00,WR,MIN,$610000
Blake Ferguson\FergBl00,LS,MIA,$610000
J.K. Dobbins\DobbJK00,RB,BAL,$610000
Mykal Walker\WalkMy00,LB,ATL,$610000
Malik Taylor\TaylMa01,WR,GNB,$610000
Tevaughn Campbell\CampTe00,DB,LAC,$610000
James Smith-Williams\SmitJa08,DL,WAS,$610000
Markus Bailey\BailMa01,LB,CIN,$610000
Darnay Holmes\HolmDa01,CB,NYG,$610000
Dezmon Patmon\PatmDe00,WR,IND,$610000
Demetrius Flannigan-Fowles\FlanDe00,DB,SFO,$610000
Nick Harris\HarrNi01,OL,CLE,$610000
Penny Hart\HartPe01,WR,SEA,$610000
Cam Akers\AkerCa00,RB,LAR,$610000
La'Mical Perine\PeriLa00,RB,NYJ,$610000
Jeremy Chinn\ChinJe00,S,CAR,$610000
Javon Kinlaw\KinlJa00,DL,SFO,$610000
Jonathan Greenard\GreeJo04,DL,HOU,$610000
Cole Kmet\KmetCo00,TE,CHI,$610000
Ezra Cleveland\ClevEz00,OL,MIN,$610000
Jordan Elliott\ElliJo02,DL,CLE,$610000
Isaiah Simmons\SimmIs00,LB,ARI,$610000
Julian Blackmon\BlacJu01,S,IND,$610000
Michael Ojemudia\OjemMi00,CB,DEN,$610000
Brandon Jones\JoneBr06,S,MIA,$610000
Chris Jackson\JackCh01,S,TEN,$610000
DaVon Hamilton\HamiDa02,DL,JAX,$610000
Josh Jones\JoneJo07,OL,ARI,$610000
Shane Lemieux\LemiSh00,OL,NYG,$610000
Kevin Dotson\DotsKe00,OL,PIT,$610000
Damien Lewis\LewiDa05,OL,SEA,$610000
Jordan Glasgow\GlasJo00,LB,IND,$610000
Jack Driscoll\DrisJa00,OL,PHI,$610000
Maxx Crosby\CrosMa00,EDGE,LVR,$610000
Daniel Thomas\ThomDa07,S,JAX,$610000
Justin Jefferson\JeffJu00,WR,MIN,$610000
Brycen Hopkins\HopkBr01,TE,LAR,$610000
Krys Barnes\BarnKr00,LB,GNB,$610000
Malik Harrison\HarrMa06,LB,BAL,$610000
Matt Peart\PearMa00,OL,NYG,$610000
Devin Duvernay\DuveDe00,WR,BAL,$610000
Kamren Curl\CurlKa00,S,WAS,$610000
Tyler Bass\BassTy00,K,BUF,$610000
Brandon Aiyuk\AiyuBr00,WR,SFO,$610000
Charlie Woerner\WoerCh00,TE,SFO,$610000
Logan Stenberg\StenLo00,OL,DET,$610000
Carlos Davis\DaviCa03,DL,PIT,$610000
Jalen Hurts\HurtJa00,QB,PHI,$610000
Matt Hennessy\HennMa00,OL,ATL,$610000
Khalil Davis\DaviKh00,DL,TAM,$610000
Jason Strowbridge\StroJa02,DL,MIA,$610000
Chase Young\YounCh04,DL,WAS,$610000
Kendal Vickers\VickKe00,DE,LVR,$610000
Raymond Calais\CalaRa00,RB,LAR,$610000
Harrison Hand\HandHa00,CB,MIN,$610000
Jonathan Taylor\TaylJo02,RB,IND,$610000
Sterling Hofrichter\HofrSt00,P,ATL,$610000
AJ Terrell\TerrAJ00,CB,ATL,$610000
Netane Muti\MutiNe00,OL,DEN,$610000
Colton McKivitz\McKiCo00,OL,SFO,$610000
Khaleke Hudson\HudsKh00,LB,WAS,$610000
Jaylinn Hawkins\HawkJa00,S,ATL,$610000
Clyde Edwards-Helaire\EdwaCl00,RB,KAN,$610000
James Lynch\LyncJa00,DL,MIN,$610000
Cameron Dantzler\DantCa00,CB,MIN,$610000
Charlie Heck\HeckCh00,OL,HOU,$610000
Adam Trautman\TrauAd00,TE,NOR,$610000
Chris Claybrooks\ClayCh02,CB,JAX,$610000
Jaylon Johnson\JohnJa13,CB,CHI,$610000
Harrison Bryant\BryaHa00,TE,CLE,$610000
Jachai Polite\PoliJa00,EDGE,LAR,$610000
Darnell Mooney\MoonDa00,WR,CHI,$610000
A.J. Epenesa\EpenAJ00,DL,BUF,$610000
CeeDee Lamb\LambCe00,WR,DAL,$610000
Isaiah Rodgers\RodgIs00,CB,IND,$610000
Bravvion Roy\RoyxBr00,DT,CAR,$610000
Antonio Gibson\GibsAn00,RB,WAS,$610000
D'Andre Walker\WalkDA02,EDGE,SEA,$610000
Carter Coughlin\CougCa00,LB,NYG,$610000
J.J. Taylor\TaylJJ01,RB,NWE,$610000
Alohi Gilman\GilmAl00,S,LAC,$610000
Shaun Bradley\BradSh00,LB,PHI,$610000
Dane Cruikshank\CruiDa00,CB,TEN,$608827
Holton Hill\HillHo00,CB,MIN,$608827
Brett Rypien\RypiBr00,QB,DEN,$595590
Darrius Shepherd\ShepDa00,WR,GNB,$595590
DeShawn Williams\WillDe04,DT,DEN,$595590
Natrez Patrick\PatrNa00,LB,LAR,$595588
Tanner Hudson\HudsTa00,TE,TAM,$595588
Linden Stephens\StepLi00,CB,SEA,$595588
Keaton Sutherland\SuthKe00,G,CIN,$595588
Cam Sims\SimsCa00,WR,WAS,$595588
Martinas Rankin\RankMa00,OT,KAN,$591180
Billy Winn\WinnBi00,DT,GNB,$588824
Aaron Lynch\LyncAa00,DE,JAX,$588824
Damarious Randall\RandDa00,FS,SEA,$588824
Jordan Berry\BerrJo00,P,PIT,$588824
Kai Forbath\ForbKa00,K,LAR,$588824
Damontre Moore\MoorDa01,DE,SEA,$588819
Marlon Davidson\DaviMa01,DL,ATL,$585294
Noah Dawkins\DawkNo00,LB,NYJ,$585000
Justin Hollins\HollJu00,EDGE,LAR,$585000
Ken Webster\WebsKe00,CB,SFO,$585000
Tuzar Skipper\SkipTu00,LB,TEN,$585000
Jeremiah Ledbetter\LedbJe00,DT,TAM,$585000
Michael Dogbe\DogbMi00,DL,ARI,$585000
Caleb Wilson\WilsCa00,TE,PHI,$585000
Juwann Winfree\WinfJu00,WR,GNB,$585000
Hale Hentges\HentHa00,TE,MIN,$585000
Abdullah Anderson\AndeAb00,DT,MIN,$585000
Stanley Morgan Jr.\MorgSt02,WR,CIN,$585000
Joe Giles-Harris\GileJo01,LB,JAX,$585000
Ben Braden\BradBe00,OG,GNB,$585000
Alijah Holder\HoldAl01,DB,DEN,$585000
Tae Hayes\HayeTa00,DB,2TM,$585000
Jake Eldrenkamp\EldrJa00,OG,IND,$585000
Frank Herron\HerrFr00,DL,DET,$585000
C.J. Board\BoarC.00,WR,NYG,$585000
Fred Brown\BrowFr01,WR,DEN,$585000
Jordan Kunaszyk\KunaJo00,LB,WAS,$585000
Kevin Strong\StroKe00,DT,DET,$585000
Duke Williams\WillDu01,WR,BUF,$585000
Montrel Meander\MeanMo00,CB,CLE,$585000
Mike Love\LoveMi00,DE,BUF,$585000
Lil'Jordan Humphrey\HumpLi01,WR,NOR,$585000
Daniel Ekuale\EkuaDa00,DL,JAX,$585000
Dexter Williams\WillDe07,RB,GNB,$585000
Austin Larkin\LarkAu00,DE,CAR,$585000
Michael Jackson\JackMi01,CB,NWE,$585000
Tim Ward\WardTi00,DE,KAN,$585000
Evan Baylis\BaylEv00,TE,ARI,$585000
Beau Benzschawel\BenzBe01,G,HOU,$585000
Mazzi Wilkins\WilkMa00,DB,TAM,$585000
Deon Cain\CainDe00,WR,PIT,$585000
Marcus Johnson\JohnMa07,WR,IND,$582353
Isaiah Irving\IrviIs00,OLB,ARI,$582353
Nick Westbrook-Ikhine\WestNi00,WR,TEN,$574118
Asmar Bilal\BilaAs00,LB,LAC,$574118
Josh Metellus\MeteJo00,S,MIN,$574118
Javin White\WhitJa04,DB,LVR,$574118
Rashad Smith\SmitRa02,LB,PHI,$574118
Gabe Nabers\NabeGa00,RB,LAC,$574118
Derwin Gray\GrayDe01,OL,PIT,$574112
Amani Bledsoe\BledAm01,DE,CIN,$574112
Jeff Wilson\WilsJe01,RB,SFO,$573532
Genard Avery\AverGe00,LB,PHI,$573532
Michael Danna\DannMi00,DE,KAN,$572941
Yetur Gross-Matos\GrosYe00,DL,CAR,$572941
Jeff Smith\SmitJe03,WR,NYJ,$572940
Jalen Reagor\ReagJa00,WR,PHI,$560588
Del'Shawn Phillips\PhilDe00,LB,BUF,$560588
Blake Cashman\CashBl00,LB,NYJ,$560588
Austin Jackson\JackAu00,OL,MIA,$560588
Terrell Lewis\LewiTe00,LB,LAR,$560587
Isaiah Wilson\WilsIs00,OL,TEN,$560587
Quez Watkins\WatkQu00,WR,PHI,$560587
Preston Williams\WillPr01,WR,MIA,$557354
Austin Bryant\BryaAu00,EDGE,DET,$557353
Parry Nickerson\NickPa00,CB,GNB,$555884
Ogbonnia Okoronkwo\OkorOg00,DE,LAR,$555884
Dallin Leavitt\LeavDa00,S,LVR,$555884
Anthony Averett\AverAn00,CB,BAL,$555884
Dwayne Harris\HarrDw00,WR,CHI,$555882
Ryan Allen\AlleRy01,P,2TM,$555882
Travis Fulgham\FulgTr00,WR,PHI,$555882
Daniel Helm\HelmDa01,TE,SFO,$555882
Ryan Neal\NealRy00,DB,SEA,$555882
Darius Harris\HarrDa07,LB,KAN,$555882
Jordan Miller\MillJo05,CB,ATL,$555882
Andrew Beck\BeckAn01,TE,DEN,$552942
Denzel Mims\MimsDe00,WR,NYJ,$548235
Troy Dye\DyexTr00,LB,MIN,$548235
Josh Uche\UcheJo00,LB,NWE,$548235
Devine Ozigbo\OzigDe01,RB,JAX,$544706
Ashton Dulin\DuliAs00,WR,IND,$542648
Trevon Wesco\WescTr00,TE,NYJ,$542648
Ulysees Gilbert\GilbUl00,LB,PIT,$542648
Myles Gaskin\GaskMy00,RB,MIA,$542648
Jake Gervase\GervJa00,DB,LAR,$540000
Sam Hubbard\HubbSa00,DE,CIN,$538237
Jack Cichy\CichJa00,ILB,TAM,$538237
John Lovett\LoveJo02,TE,GNB,$538235
Brandon Wright\WrigBr00,K,JAX,$538235
P.J. Locke\LockPJ00,DB,DEN,$538235
Saivion Smith\SmitSa02,DB,DAL,$538230
Sylvester Williams\WillSy00,DT,DEN,$535294
Josh Mauro\MaurJo00,DE,ARI,$535294
Daren Bates\BateDa00,LB,TEN,$535294
Joe Walker\WalkJo01,ILB,SFO,$533824
James Burgess\BurgJa01,LB,GNB,$533824
Justin Hamilton\HamiJu00,DT,DAL,$529416
Kyle Phillips\PhilKy00,DL,NYJ,$527942
A'Shawn Robinson\RobiAS00,DT,LAR,$523529
Kamal Martin\MartKa01,LB,GNB,$523527
Colby Parkinson\ParkCo02,TE,SEA,$523527
Jabari Zuniga\ZuniJa00,DL,NYJ,$523527
Isaiah Coulter\CoulIs00,WR,HOU,$523527
Maurice Hurst Jr.\HursMa00,DT,LVR,$520590
Kwon Alexander\AlexKw00,OLB,2TM,$516878
Tyron Johnson\JohnTy03,WR,LAC,$516176
Solomon Thomas\ThomSo00,DE,SFO,$516176
Greg Senat\SenaGr00,OT,DAL,$516176
Jake Rodgers\RodgJa03,T,DEN,$516176
Frankie Luvu\LuvuFr00,LB,NYJ,$513236
Dawson Knox\KnoxDa00,TE,BUF,$513236
Brandon Knight\KnigBr01,T,DAL,$513236
Dalton Keene\KeenDa00,TE,NWE,$511173
Bryce Hall\HallBr02,CB,NYJ,$511173
Albert Okwuegbunam\OkwuAl00,TE,DEN,$511173
Javon Patterson\PattJa00,OL,CLE,$510000
Tim Harris\HarrTi01,CB,SFO,$510000
KC McDermott\McDeKC01,OL,JAX,$510000
Herb Miller\MillHe01,DB,TAM,$510000
Chris Westry\WestCh03,CB,DAL,$510000
Joe Ostman\OstmJo00,DE,PHI,$510000
Quinn Bailey\BailQu00,T,DEN,$510000
Chris Myarick\MyarCh00,TE,MIA,$510000
Trenton Irwin\IrwiTr00,WR,CIN,$510000
Hakeem Butler\ButlHa00,WR,PHI,$510000
Kevin Rader\RadeKe00,TE,PIT,$510000
Ben Ellefson\ElleBe00,TE,JAX,$504702
Leon Jacobs\JacoLe00,OLB,JAX,$502942
A.J. Moore\MoorA.00,DB,HOU,$502942
Ron'Dell Carter\CartRo02,DE,DAL,$502353
Jamycal Hasty\HastJa02,RB,SFO,$502353
LeVante Bellamy\BellLe02,RB,DEN,$502353
Jovante Moffatt\MoffJo01,DB,CLE,$502353
Javelin Guidry\GuidJa01,DB,NYJ,$502353
Madre Harper\HarpMa00,DB,NYG,$502353
Tyre Phillips\PhilTy00,OL,BAL,$498821
Shaquille Quarterman\QuarSh00,LB,JAX,$498821
Andrew Wingard\WingAn01,S,JAX,$498530
Otaro Alaka\AlakOt01,LB,BAL,$498530
Greg Stroman\StroGr00,CB,WAS,$498530
Tramon Williams\WillTr99,DB,BAL,$494118
Justin Herron\HerrJu00,OL,NWE,$486468
Terrell Burgess\BurgTe00,S,LAR,$486468
Justin Zimmer\ZimmJu00,DT,BUF,$485298
Sean Chandler\ChanSe00,FS,NYG,$485294
Robert Foster\FostRo01,WR,WAS,$485294
Jonathan Williams\WillJo07,RB,DET,$485294
Temarrick Hemingway\HemiTe00,TE,WAS,$485294
Elijah Lee\LeexEl00,OLB,2TM,$485290
Oshane Ximines\XimiOs00,EDGE,NYG,$483824
Theo Riddick\RiddTh00,RB,LVR,$481765
Bryce Hager\HageBr00,ILB,NYJ,$481765
Jayrone Elliott\ElliJa02,LB,PIT,$481765
Robert Jackson\JackRo00,CB,CLE,$476471
Kristian Fulton\FultKr00,CB,TEN,$474118
Saahdiq Charles\CharSa00,OL,WAS,$474116
Antonio Gandy-Golden\GandAn00,WR,WAS,$474116
Tae Crowder\CrowTa00,,NYG,$474116
Tyrel Dodson\DodsTy01,LB,BUF,$474116
Julian Okwara\OkwaJu00,DL,DET,$474116
Allen Lazard\LazaAl00,WR,GNB,$469118
Chase Hansen\HansCh02,LB,NOR,$469118
Keith Kirkwood\KirkKe00,WR,CAR,$467647
Jonathan Ward\WardJo00,RB,ARI,$466471
Chapelle Russell\RussCh00,LB,TAM,$466471
Cyril Grayson\GrayCy01,WR,TAM,$466471
Trystan Colon-Castillo\ColoTr01,C,BAL,$466471
Francis Bernard\BernFr01,LB,DAL,$466471
Cameron Lewis\LewiCa00,DB,BUF,$466471
Salvon Ahmed\AhmeSa01,RB,MIA,$466471
Alex Barrett\BarrAl00,DE,SFO,$466466
Darrynton Evans\EvanDa02,RB,TEN,$461763
Rashard Lawrence\LawrRa01,DL,ARI,$461763
Jordan Fuller\FullJo01,S,LAR,$461763
Hunter Bryant\BryaHu02,TE,DET,$461763
Nick Bosa\BosaNi00,EDGE,SFO,$454412
Josiah Deguara\DeguJo00,TE,GNB,$449410
Andre Smith\SmitAn04,ILB,BUF,$441180
Isaac Nauta\NautIs00,TE,DET,$441176
David Quessenberry\QuesDa00,OT,TEN,$441176
Cole Toner\ToneCo00,OT,LAC,$441176
Drue Tranquill\TranDr00,LB,LAC,$439706
Khalen Saunders\SaunKh00,DT,KAN,$439706
L'Jarius Sneed\SneeLJ00,S,KAN,$437058
Damon Arnette\ArneDa00,CB,LVR,$437058
Steven Parker\ParkSt00,DB,DAL,$436765
Lamar Jackson\JackLa02,DB,NYJ,$430588
Tyler Hall\HallTy01,DB,ATL,$430588
Jordan Brailford\BraiJo00,EDGE,MIN,$430588
David Blough\BlouDa00,QB,DET,$430588
Sam Mustipher\MustSa01,C,CHI,$430584
Parnell Motley\MotlPa00,DB,2TM,$430584
Juju Hughes\HughJu00,DB,LAR,$430584
Johnathan Cyprien\CyprJo00,SS,SFO,$428235
Edmond Robinson\RobiEd00,OLB,ATL,$428235
Nate Orchard\OrchNa00,OLB,WAS,$428235
Brett Toth\TothBr00,T,PHI,$425000
Saquan Hampton\HampSa00,S,NYJ,$425000
Phil Haynes\HaynPh00,OL,SEA,$425000
Bo Scarbrough\ScarBo01,RB,SEA,$425000
Xavier McKinney\McKiXa00,S,NYG,$400000
Alex Taylor\TaylAl02,T,CLE,$400000
Tashawn Bower\BoweTa00,OLB,NWE,$397062
Trent Harris\HarrTr01,DL,NYG,$397059
Hercules Mata'afa\MataHe00,DE,MIN,$397059
Jeremy Reaves\ReavJe00,FS,WAS,$397059
Cameron Batson\BatsCa00,WR,TEN,$397059
Nick Thurman\ThurNi00,DT,NWE,$397059
D'Onta Foreman\ForeDO00,RB,TEN,$397059
Kareem Orr\OrrxKa00,DB,TEN,$397059
Jeremy Cox\CoxxJe00,RB,DEN,$397059
Mark Fields II\FielMa01,CB,2TM,$397059
Henry Mondeaux\MondHe00,DT,PIT,$394702
De'Vante Bausby\BausDe00,DB,2TM,$388235
Trey Edmunds\EdmuTr00,RB,PIT,$388235
Derrek Tuszka\TuszDe00,DL,DEN,$378824
Khalil Dorsey\DorsKh00,DB,BAL,$367647
Sergio Castillo\CastSe00,K,NYJ,$358824
Isaiah Mack\MackIs00,DT,2TM,$357354
Breon Borders\BordBr00,CB,TEN,$357353
Dylan Mabin\MabiDy00,DB,2TM,$357353
Bennett Jackson\JackBe00,CB,NYJ,$357353
Terrell Bonds\BondTe00,DB,BAL,$357353
Jeff Badet\BadeJe00,WR,WAS,$352941
Jessie Lemonier\LemoJe00,DE,LAC,$322941
Hunter Niswander\NiswJa00,P,DAL,$322941
Kristian Welch\WelcKr00,LB,BAL,$322941
Chase McLaughlin\McLaCh00,K,2TM,$317647
Anthony Rush\RushAn00,NT,2TM,$317647
River Cracraft\CracRi00,WR,SFO,$317647
De'Jon Harris\HarrDe10,LB,GNB,$287059
Austin Walter\WaltAu00,RB,SFO,$287059
Brandon Allen\AlleBr00,QB,CIN,$204000
Tyler Bray\BrayTy00,QB,CHI,$142800
Dane Jackson\JackDa02,CB,BUF,$142800
Trayvon Henderson\HendTr01,S,CIN,$134400
Freedom Akinmoladun\AkinFr01,DE,CIN,$134400
Chad Slade\SladCh01,G,NYG,$134400
D.J. Foster\FostD.01,RB,ARI,$126000
Isaiah Zuber\ZubeIs00,WR,NWE,$117600
Geno Stone\StonGe00,S,BAL,$109200
Will Clapp\ClapWi00,C,NOR,$109200
Corey Liuget\LiugCo00,DT,HOU,$96000
Matt Overton\OverMa00,LS,TEN,$96000
Trevor Daniel\DaniTr00,P,TEN,$75600
